J,"[0.6964453458786011, 0.7864104509353638, -3.427823571655608e-07]","[0.6472971439361572, 0.7666062116622925, -0.015353178605437279]","[0.6114962697029114, 0.7338931560516357, -0.02896743081510067]","[0.5866820812225342, 0.7141846418380737, -0.0408175028860569]","[0.5848594903945923, 0.7149353623390198, -0.049837321043014526]","[0.625943660736084, 0.602848470211029, -0.02192133478820324]","[0.5912351608276367, 0.6913333535194397, -0.03699364885687828]","[0.6048839092254639, 0.7294201850891113, -0.04395817965269089]","[0.6193337440490723, 0.7162858247756958, -0.04852452501654625]","[0.6573896408081055, 0.6125264763832092, -0.025530491024255753]","[0.6168282628059387, 0.7314432859420776, -0.03844915330410004]","[0.6306008696556091, 0.7552797794342041, -0.039083536714315414]","[0.6421517729759216, 0.7376049160957336, -0.039389029145240784]","[0.6838734149932861, 0.6477428078651428, -0.030943872407078743]","[0.643358051776886, 0.7595959901809692, -0.04333009943366051]","[0.6541575193405151, 0.7761458158493042, -0.03831959143280983]","[0.6648789644241333, 0.7598365545272827, -0.034103747457265854]","[0.7064608335494995, 0.6960523724555969, -0.03822194039821625]","[0.6700179576873779, 0.7751493453979492, -0.04736354202032089]","[0.6631143093109131, 0.800423800945282, -0.04427700117230415]","[0.6618497967720032, 0.8041662573814392, -0.03991562873125076]",1
J,"[0.7065787315368652, 0.7073224186897278, -9.696167069250805e-08]","[0.6810632348060608, 0.6811789870262146, 0.000154471694258973]","[0.6475473642349243, 0.6564154028892517, -0.0031864477787166834]","[0.6197012066841125, 0.6562978029251099, -0.007358144037425518]","[0.5973522663116455, 0.6681872606277466, -0.011826015077531338]","[0.6390136480331421, 0.5957006216049194, -0.007013043854385614]","[0.6043105721473694, 0.6116551160812378, -0.018771398812532425]","[0.5801020860671997, 0.6299151182174683, -0.027833808213472366]","[0.5624783039093018, 0.6446728706359863, -0.03357427194714546]","[0.6399887800216675, 0.609785795211792, -0.012588487938046455]","[0.6010750532150269, 0.6359420418739319, -0.022047286853194237]","[0.5784721970558167, 0.6596927642822266, -0.027723463252186775]","[0.5616678595542908, 0.6799290180206299, -0.031808286905288696]","[0.6414729356765747, 0.6367291808128357, -0.0183416660875082]","[0.6020838022232056, 0.6685831546783447, -0.02733900584280491]","[0.5852916240692139, 0.6975799202919006, -0.028114166110754013]","[0.5741517543792725, 0.7176249623298645, -0.02787112072110176]","[0.6433083415031433, 0.6741675138473511, -0.02408837154507637]","[0.6101228594779968, 0.7029730081558228, -0.031882330775260925]","[0.5941545963287354, 0.7238236665725708, -0.032552748918533325]","[0.5822332501411438, 0.7395042777061462, -0.03165923431515694]",1
J,"[0.7243450880050659, 0.6790353655815125, -2.7614646569418255e-07]","[0.7374988198280334, 0.603257417678833, -0.002772394334897399]","[0.7168622016906738, 0.5154089331626892, -0.008522383868694305]","[0.6834002733230591, 0.45444175601005554, -0.011638275347650051]","[0.6570677161216736, 0.42428654432296753, -0.012985269539058208]","[0.716415524482727, 0.5008320212364197, -0.03842262178659439]","[0.6603511571884155, 0.4481086730957031, -0.048015449196100235]","[0.6676968932151794, 0.4767104983329773, -0.04473960027098656]","[0.68275386095047, 0.49830931425094604, -0.04053043946623802]","[0.6936269402503967, 0.5453647375106812, -0.04072227701544762]","[0.6433505415916443, 0.4908386766910553, -0.05010657012462616]","[0.6536194086074829, 0.5189517140388489, -0.04342273250222206]","[0.6684202551841736, 0.5362520813941956, -0.03898688033223152]","[0.6700208187103271, 0.5865302681922913, -0.04117884486913681]","[0.6280146837234497, 0.5363790392875671, -0.048317886888980865]","[0.6384581923484802, 0.5581056475639343, -0.040780529379844666]","[0.6544345021247864, 0.5744706392288208, -0.036016229540109634]","[0.6481684446334839, 0.6218329668045044, -0.04087890312075615]","[0.6093964576721191, 0.5639759302139282, -0.047005604952573776]","[0.5870967507362366, 0.5371005535125732, -0.04700956493616104]","[0.5701602697372437, 0.5141260623931885, -0.047383103519678116]",1
J,"[0.718302845954895, 0.6607234477996826, -2.2871444116390194e-07]","[0.7326468229293823, 0.5925453901290894, -0.003469250863417983]","[0.714134693145752, 0.5115794539451599, -0.008891541510820389]","[0.6838586330413818, 0.4551791548728943, -0.012358280830085278]","[0.6587591171264648, 0.42340463399887085, -0.015026593580842018]","[0.7144466638565063, 0.5039964318275452, -0.03575407341122627]","[0.6613941192626953, 0.45268210768699646, -0.047198228538036346]","[0.6639263033866882, 0.4747057557106018, -0.046700913459062576]","[0.6771793961524963, 0.4935855269432068, -0.04402716085314751]","[0.6941835880279541, 0.5446099638938904, -0.037554167211055756]","[0.6433343887329102, 0.49498602747917175, -0.048209406435489655]","[0.6499534249305725, 0.5202366709709167, -0.043317969888448715]","[0.6640050411224365, 0.5348581075668335, -0.039370205253362656]","[0.6721324324607849, 0.5842224955558777, -0.03809873387217522]","[0.6294636726379395, 0.5392249822616577, -0.04581766575574875]","[0.6380929350852966, 0.5607708692550659, -0.03785226121544838]","[0.6538503766059875, 0.5773155689239502, -0.0319695919752121]","[0.6503022909164429, 0.6183596849441528, -0.03819720819592476]","[0.6112186908721924, 0.5637079477310181, -0.045099951326847076]","[0.5879241824150085, 0.5336470007896423, -0.04557299613952637]","[0.5715547204017639, 0.5062007904052734, -0.04582599923014641]",1
J,"[0.7190876603126526, 0.6773778796195984, -2.365943174709173e-07]","[0.7328960299491882, 0.6032904982566833, -0.003201842773705721]","[0.7131077647209167, 0.5178613662719727, -0.00859071034938097]","[0.6830223202705383, 0.4580177366733551, -0.011901714839041233]","[0.6562848091125488, 0.4309970736503601, -0.013980766758322716]","[0.7131127119064331, 0.5051345825195312, -0.03510217368602753]","[0.6578332781791687, 0.4561225473880768, -0.045095447450876236]","[0.6626870632171631, 0.4830135405063629, -0.043173469603061676]","[0.6769139170646667, 0.5010804533958435, -0.039693642407655716]","[0.6915949583053589, 0.5468222498893738, -0.036860961467027664]","[0.6413225531578064, 0.49802377820014954, -0.04527707397937775]","[0.6479203701019287, 0.5247452259063721, -0.038536541163921356]","[0.6609078645706177, 0.5382158756256104, -0.03412908688187599]","[0.6686350107192993, 0.5875735878944397, -0.03732491657137871]","[0.625857412815094, 0.5399059057235718, -0.043214693665504456]","[0.6346337199211121, 0.5624951124191284, -0.03425968438386917]","[0.6507171988487244, 0.5799641013145447, -0.02854474075138569]","[0.6467927098274231, 0.6223049163818359, -0.03742075338959694]","[0.6090546250343323, 0.563568651676178, -0.04300094023346901]","[0.5853555202484131, 0.5329840183258057, -0.04286757484078407]","[0.5684747695922852, 0.5067055821418762, -0.043108388781547546]",1
J,"[0.7203933000564575, 0.6810514330863953, -2.768256592844409e-07]","[0.7352191209793091, 0.6072966456413269, -0.0028851479291915894]","[0.7150074243545532, 0.522603452205658, -0.008843449875712395]","[0.6828332543373108, 0.4627057909965515, -0.012720681726932526]","[0.6568403244018555, 0.4294981360435486, -0.015263503417372704]","[0.7178913950920105, 0.506824254989624, -0.03842290863394737]","[0.6591123938560486, 0.45900028944015503, -0.04862171411514282]","[0.6629972457885742, 0.48705926537513733, -0.045392248779535294]","[0.6771102547645569, 0.5052249431610107, -0.04101170599460602]","[0.6975826025009155, 0.5499101877212524, -0.04082733765244484]","[0.6440990567207336, 0.5010069608688354, -0.050354428589344025]","[0.6514416933059692, 0.5296033620834351, -0.04328109696507454]","[0.6655654907226562, 0.5435175895690918, -0.03860986605286598]","[0.6743930578231812, 0.5909555554389954, -0.04162520915269852]","[0.6283242702484131, 0.5433803200721741, -0.048330456018447876]","[0.6376136541366577, 0.566744327545166, -0.03914209455251694]","[0.6543182730674744, 0.5829733610153198, -0.033386021852493286]","[0.6510855555534363, 0.6264868974685669, -0.04189148172736168]","[0.6108435988426208, 0.5683945417404175, -0.04815640673041344]","[0.5872376561164856, 0.5408280491828918, -0.048004548996686935]","[0.5707679986953735, 0.515887439250946, -0.04823387786746025]",1
J,"[0.7258824706077576, 0.678817629814148, -2.714255060709547e-07]","[0.736636221408844, 0.6078583598136902, -0.0028980583883821964]","[0.7159477472305298, 0.5241593718528748, -0.008027496747672558]","[0.6862310171127319, 0.4637746512889862, -0.011409563943743706]","[0.6602553725242615, 0.4303956627845764, -0.013842960819602013]","[0.7187743186950684, 0.5104233622550964, -0.033068493008613586]","[0.6633472442626953, 0.45745259523391724, -0.042271047830581665]","[0.6655471324920654, 0.4873185157775879, -0.04063805937767029]","[0.6791272163391113, 0.5097895264625549, -0.03738205134868622]","[0.6981427073478699, 0.5510666966438293, -0.03512017801403999]","[0.6481123566627502, 0.4997013211250305, -0.04372870922088623]","[0.6538121700286865, 0.5299279093742371, -0.03879291191697121]","[0.6679286956787109, 0.5492188334465027, -0.03524729609489441]","[0.6754429936408997, 0.5908468961715698, -0.03570009022951126]","[0.6335089802742004, 0.5418893694877625, -0.042098160833120346]","[0.6412680149078369, 0.5651804804801941, -0.03557882830500603]","[0.6570069193840027, 0.583246111869812, -0.03119730018079281]","[0.6532360911369324, 0.6254532337188721, -0.03561973571777344]","[0.6146703958511353, 0.5674701929092407, -0.04068014770746231]","[0.5907381176948547, 0.5403445363044739, -0.04045076668262482]","[0.5741418600082397, 0.5174234509468079, -0.04053101688623428]",1
J,"[0.7273639440536499, 0.6832700371742249, -2.554783122832305e-07]","[0.7428799867630005, 0.6143549680709839, -0.005329877603799105]","[0.727141261100769, 0.5240071415901184, -0.011667459271848202]","[0.6972895264625549, 0.4615817666053772, -0.01596502587199211]","[0.6692594289779663, 0.433828204870224, -0.019293656572699547]","[0.7315287590026855, 0.5087381601333618, -0.03236975893378258]","[0.678667426109314, 0.45359641313552856, -0.04447464272379875]","[0.6790592074394226, 0.4809577167034149, -0.0455542616546154]","[0.691472589969635, 0.5026039481163025, -0.04359705001115799]","[0.7093472480773926, 0.5465881824493408, -0.03374944254755974]","[0.6613677740097046, 0.49285411834716797, -0.044882263988256454]","[0.6656973958015442, 0.5207377076148987, -0.04210206866264343]","[0.679093062877655, 0.5401970148086548, -0.03932105377316475]","[0.6852725148200989, 0.5837225317955017, -0.03416534513235092]","[0.6440249681472778, 0.5350649356842041, -0.042609527707099915]","[0.6502640843391418, 0.5584657192230225, -0.03672073781490326]","[0.6652947664260864, 0.5787586569786072, -0.031938280910253525]","[0.6613592505455017, 0.6161541938781738, -0.034170977771282196]","[0.6233287453651428, 0.5590576529502869, -0.039198365062475204]","[0.5994172096252441, 0.5301500558853149, -0.03857158124446869]","[0.5832604169845581, 0.5053791403770447, -0.03820087015628815]",1
J,"[0.73456871509552, 0.666110098361969, -1.9413577945215366e-07]","[0.7492257356643677, 0.602787971496582, -0.00882488489151001]","[0.7316733002662659, 0.5199368000030518, -0.016467610374093056]","[0.7019203901290894, 0.45919370651245117, -0.020551513880491257]","[0.6777371168136597, 0.42498350143432617, -0.022272851318120956]","[0.7356019020080566, 0.49889788031578064, -0.039539504796266556]","[0.6800057291984558, 0.4512871503829956, -0.0512089766561985]","[0.683342695236206, 0.47940558195114136, -0.04844331368803978]","[0.6973897218704224, 0.49482083320617676, -0.04421346262097359]","[0.7126546502113342, 0.5389243364334106, -0.03963898867368698]","[0.6614812016487122, 0.49288344383239746, -0.05364501476287842]","[0.669075071811676, 0.5204994678497314, -0.04890613257884979]","[0.6839258670806885, 0.5342767238616943, -0.044306036084890366]","[0.6878370642662048, 0.5761170983314514, -0.03889767825603485]","[0.6460724472999573, 0.5348666310310364, -0.050026025623083115]","[0.6552006602287292, 0.5606901049613953, -0.043581098318099976]","[0.6710506677627563, 0.577308714389801, -0.03796503692865372]","[0.6647863388061523, 0.6086764931678772, -0.03799692913889885]","[0.6288626194000244, 0.5555890798568726, -0.04677246883511543]","[0.60545414686203, 0.5284607410430908, -0.0486101433634758]","[0.5877506136894226, 0.5013895034790039, -0.04930773377418518]",1
J,"[0.7357384562492371, 0.6763631105422974, -2.6004627784459444e-07]","[0.7469779849052429, 0.6086382269859314, -0.005614180583506823]","[0.7292288541793823, 0.5256097316741943, -0.011395355686545372]","[0.6990587115287781, 0.4642004370689392, -0.014573358930647373]","[0.6767531633377075, 0.4250403344631195, -0.015121519565582275]","[0.7317793965339661, 0.49612417817115784, -0.03301411494612694]","[0.6746417284011841, 0.4494425058364868, -0.0445668064057827]","[0.6781983375549316, 0.48422864079475403, -0.041989825665950775]","[0.693398654460907, 0.5060136318206787, -0.03765888884663582]","[0.7110700011253357, 0.5365980863571167, -0.03445283696055412]","[0.6578662395477295, 0.4961554706096649, -0.0473228357732296]","[0.6653952598571777, 0.5312713384628296, -0.04141916334629059]","[0.6806588768959045, 0.5452291369438171, -0.03631318360567093]","[0.687663197517395, 0.5768333673477173, -0.03533129766583443]","[0.6427633166313171, 0.5394683480262756, -0.04616796225309372]","[0.6513351202011108, 0.5680664777755737, -0.038413211703300476]","[0.6681497693061829, 0.5831006169319153, -0.03220120817422867]","[0.6650643348693848, 0.6131895184516907, -0.035878922790288925]","[0.6271958351135254, 0.5613163113594055, -0.045881643891334534]","[0.6024028658866882, 0.5354871153831482, -0.04823485389351845]","[0.5844621658325195, 0.5091655254364014, -0.049090947955846786]",1
J,"[0.7007803916931152, 0.7431475520133972, -7.153855676733656e-07]","[0.6512467265129089, 0.7337192296981812, -0.015075326897203922]","[0.5988627672195435, 0.6788693070411682, -0.02351372502744198]","[0.575039267539978, 0.6267605423927307, -0.03513415902853012]","[0.5799752473831177, 0.5777419805526733, -0.04181407764554024]","[0.6182306408882141, 0.5873436331748962, -0.005740681663155556]","[0.5978323221206665, 0.5438296794891357, -0.034661855548620224]","[0.6066693663597107, 0.6023377180099487, -0.04630783200263977]","[0.6181790232658386, 0.645432710647583, -0.046920329332351685]","[0.6485512852668762, 0.5784289240837097, -0.00882361177355051]","[0.6303330659866333, 0.5537519454956055, -0.04843819513916969]","[0.6415792107582092, 0.6264325976371765, -0.059834156185388565]","[0.65275639295578, 0.6737314462661743, -0.05625316873192787]","[0.6806791424751282, 0.5734269618988037, -0.016284694895148277]","[0.6630505323410034, 0.5539054274559021, -0.0542801171541214]","[0.666625440120697, 0.6241844296455383, -0.056395288556814194]","[0.6727346777915955, 0.6740479469299316, -0.04420434683561325]","[0.7112932205200195, 0.568281888961792, -0.024583473801612854]","[0.7002851963043213, 0.49570125341415405, -0.045657988637685776]","[0.6891434192657471, 0.4461812973022461, -0.051522642374038696]","[0.6788449287414551, 0.4037633538246155, -0.04919658973813057]",1
